0.51,0.3355,0.1921
0.52,0.3355,0.1921
0.53,0.3355,0.1921
0.54,0.3355,0.1921
0.55,0.3355,0.1921
0.56,0.3355,0.1921
0.57,0.3355,0.1921
0.58,0.3355,0.1921
0.59,0.3355,0.1921
0.6,0.3355,0.1921
0.61,0.3355,0.1921
0.62,0.3355,0.1921
0.63,0.3355,0.1921
0.64,0.3355,0.1921
0.65,0.3355,0.1921
0.66,0.3355,0.1921
0.67,0.3355,0.1921
0.68,0.3355,0.1921
0.69,0.3355,0.1921
0.7,0.3355,0.1921
0.71,0.3355,0.1921
0.72,0.3355,0.1921
0.73,0.3355,0.1921
0.74,0.3355,0.1921
0.75,0.3355,0.1921
0.76,0.3355,0.1921
0.77,0.3355,0.192
0.78,0.3355,0.192
0.79,0.3355,0.1921
0.8,0.3357,0.1926
0.81,0.3357,0.1926
0.82,0.3357,0.1926
0.83,0.3361,0.1931
0.84,0.3351,0.1925
0.85,0.3307,0.1871
0.86,0.3391,0.1938
0.87,0.3391,0.1938
0.88,0.3391,0.1938
0.89,0.3666,0.2125
0.9,0.3666,0.2125
0.91,0.3666,0.2125
0.92,0.3666,0.2125
0.93,0.3666,0.2125
0.94,0.3666,0.2125
0.95,0.3666,0.2125
0.96,0.3666,0.2125
0.97,0.3666,0.2125
0.98,0.3666,0.2125
0.99,0.3666,0.2125
1.0,0.3666,0.2125
