0.51,0.3161,0.2883
0.52,0.3111,0.2812
0.53,0.3056,0.275
0.54,0.3072,0.2779
0.55,0.305,0.2733
0.56,0.3039,0.2709
0.57,0.3032,0.2692
0.58,0.3031,0.2685
0.59,0.3032,0.2679
0.6,0.3029,0.2675
0.61,0.3027,0.2673
0.62,0.3025,0.2672
0.63,0.3025,0.2672
0.64,0.3089,0.2719
0.65,0.3125,0.2746
0.66,0.3182,0.2769
0.67,0.3288,0.2827
0.68,0.3608,0.2987
0.69,0.4217,0.3289
0.7,0.5217,0.3814
0.71,0.46,0.3264
0.72,0.1465,0.1006
0.73,0.1337,0.0938
0.74,0.392,0.2649
0.75,0.5779,0.3897
0.76,0.5806,0.3868
0.77,0.5266,0.3454
0.78,0.5057,0.3265
0.79,0.497,0.3181
0.8,0.4759,0.3106
0.81,0.5172,0.3391
0.82,0.506,0.3275
0.83,0.4973,0.3239
0.84,0.4973,0.3241
0.85,0.4977,0.3237
0.86,0.4978,0.3243
0.87,0.4979,0.3244
0.88,0.4973,0.324
0.89,0.4987,0.3245
0.9,0.498,0.3242
0.91,0.4985,0.3245
0.92,0.4968,0.3237
0.93,0.4985,0.3244
0.94,0.4971,0.3237
0.95,0.4978,0.3242
0.96,0.498,0.3235
0.97,0.4983,0.3244
0.98,0.4993,0.3245
0.99,0.4974,0.3241
1.0,0.4981,0.3243
