0.51,0.5492,0.3986
0.52,0.5491,0.3985
0.53,0.556,0.4029
0.54,0.556,0.4028
0.55,0.5559,0.4027
0.56,0.5559,0.4026
0.57,0.5559,0.4026
0.58,0.5514,0.3997
0.59,0.5514,0.3997
0.6,0.5462,0.3965
0.61,0.5426,0.3944
0.62,0.5437,0.395
0.63,0.5468,0.3972
0.64,0.5489,0.399
0.65,0.5494,0.3998
0.66,0.549,0.399
0.67,0.5485,0.398
0.68,0.5462,0.3947
0.69,0.5438,0.3923
0.7,0.5424,0.3913
0.71,0.5425,0.3917
0.72,0.5417,0.3907
0.73,0.5418,0.3908
0.74,0.5412,0.3905
0.75,0.5412,0.3906
0.76,0.5412,0.3906
0.77,0.5412,0.3906
0.78,0.5412,0.3906
0.79,0.544,0.392
0.8,0.549,0.3945
0.81,0.5743,0.4087
0.82,0.5511,0.3855
0.83,0.4616,0.3117
0.84,0.4353,0.2869
0.85,0.4085,0.2629
0.86,0.404,0.2577
0.87,0.4118,0.2639
0.88,0.4177,0.2704
0.89,0.4311,0.2881
0.9,0.4394,0.2982
0.91,0.4283,0.2917
0.92,0.424,0.2896
0.93,0.4236,0.2885
0.94,0.4236,0.2885
0.95,0.4236,0.2885
0.96,0.4236,0.2885
0.97,0.4236,0.2885
0.98,0.4236,0.2885
0.99,0.4236,0.2885
1.0,0.4236,0.2885
