0.51,0.7356,0.6094
0.52,0.7356,0.6094
0.53,0.7356,0.6094
0.54,0.7356,0.6094
0.55,0.7356,0.6094
0.56,0.7356,0.6094
0.57,0.7356,0.6094
0.58,0.7356,0.6094
0.59,0.7356,0.6094
0.6,0.7356,0.6095
0.61,0.7356,0.6095
0.62,0.7356,0.6095
0.63,0.7356,0.6094
0.64,0.7356,0.6094
0.65,0.7356,0.6094
0.66,0.7356,0.6094
0.67,0.7356,0.6094
0.68,0.7356,0.6094
0.69,0.7356,0.6094
0.7,0.7356,0.6094
0.71,0.7356,0.6094
0.72,0.7356,0.6094
0.73,0.7356,0.6094
0.74,0.7356,0.6094
0.75,0.7357,0.6092
0.76,0.7357,0.6091
0.77,0.7356,0.6089
0.78,0.7354,0.6086
0.79,0.7347,0.608
0.8,0.7332,0.6069
0.81,0.7318,0.6061
0.82,0.7318,0.6061
0.83,0.7318,0.6061
0.84,0.7293,0.6049
0.85,0.7293,0.6049
0.86,0.7293,0.6049
0.87,0.7321,0.6084
0.88,0.7377,0.6128
0.89,0.7408,0.6138
0.9,0.7382,0.6115
0.91,0.7243,0.6031
0.92,0.7092,0.5946
0.93,0.7031,0.5905
0.94,0.7031,0.5905
0.95,0.7031,0.5905
0.96,0.7031,0.5905
0.97,0.7031,0.5905
0.98,0.7031,0.5905
0.99,0.7031,0.5905
1.0,0.7938,0.6875
