0.51,0.4041,0.1374
0.52,0.3932,0.1205
0.53,0.384,0.1005
0.54,0.3775,0.0807
0.55,0.3745,0.0658
0.56,0.374,0.0575
0.57,0.3752,0.0539
0.58,0.3758,0.0528
0.59,0.3766,0.0527
0.6,0.377,0.0529
0.61,0.3772,0.0531
0.62,0.3774,0.0532
0.63,0.3774,0.0532
0.64,0.3733,0.0492
0.65,0.3711,0.047
0.66,0.3689,0.0445
0.67,0.3674,0.0428
0.68,0.3651,0.0414
0.69,0.366,0.0465
0.7,0.3761,0.0643
0.71,0.4036,0.0989
0.72,0.3956,0.1184
0.73,0.268,0.0493
0.74,0.0339,0.0966
0.75,0.165,0.227
0.76,0.1867,0.2412
0.77,0.1391,0.2098
0.78,0.1251,0.199
0.79,0.1205,0.1966
0.8,0.1413,0.2129
0.81,0.0972,0.1812
0.82,0.1115,0.1888
0.83,0.1192,0.1941
0.84,0.1204,0.1948
0.85,0.1186,0.1939
0.86,0.1228,0.1974
0.87,0.1196,0.1952
0.88,0.1174,0.1935
0.89,0.1172,0.1929
0.9,0.1203,0.195
0.91,0.1181,0.1928
0.92,0.1208,0.1949
0.93,0.1198,0.195
0.94,0.1202,0.1946
0.95,0.1211,0.1954
0.96,0.1183,0.1928
0.97,0.1194,0.1949
0.98,0.1216,0.1958
0.99,0.122,0.1958
1.0,0.1227,0.1975
