0.51,0.0086,0.042
0.52,0.0086,0.042
0.53,0.0086,0.042
0.54,0.0086,0.042
0.55,0.0086,0.042
0.56,0.0086,0.042
0.57,0.0086,0.042
0.58,0.0086,0.042
0.59,0.0086,0.042
0.6,0.0086,0.0421
0.61,0.0086,0.0421
0.62,0.0086,0.0421
0.63,0.0086,0.0421
0.64,0.0086,0.0421
0.65,0.0086,0.0421
0.66,0.0086,0.0421
0.67,0.0086,0.042
0.68,0.0086,0.042
0.69,0.0086,0.042
0.7,0.0086,0.042
0.71,0.0086,0.042
0.72,0.0086,0.042
0.73,0.0086,0.042
0.74,0.0086,0.042
0.75,0.0085,0.0419
0.76,0.0085,0.0418
0.77,0.0084,0.0418
0.78,0.0087,0.0415
0.79,0.0097,0.0409
0.8,0.0117,0.0397
0.81,0.0118,0.04
0.82,0.0118,0.04
0.83,0.0118,0.04
0.84,0.01,0.0413
0.85,0.01,0.0413
0.86,0.01,0.0413
0.87,0.0054,0.0452
0.88,0.0034,0.051
0.89,0.007,0.0538
0.9,0.0016,0.0512
0.91,0.0046,0.0471
0.92,0.0066,0.0546
0.93,0.0142,0.0589
0.94,0.0142,0.0589
0.95,0.0142,0.0589
0.96,0.0142,0.0589
0.97,0.0142,0.0589
0.98,0.0142,0.0589
0.99,0.0142,0.0589
1.0,0.0134,0.0803
