0.51,0.6586,0.4651
0.52,0.6586,0.4651
0.53,0.6586,0.4651
0.54,0.6586,0.4651
0.55,0.6586,0.4651
0.56,0.6586,0.4651
0.57,0.6586,0.4651
0.58,0.6586,0.4651
0.59,0.6586,0.4651
0.6,0.6586,0.4651
0.61,0.6586,0.4651
0.62,0.6585,0.4651
0.63,0.6585,0.4651
0.64,0.6585,0.4651
0.65,0.6585,0.4651
0.66,0.6585,0.4651
0.67,0.6585,0.4651
0.68,0.6586,0.4651
0.69,0.6586,0.4651
0.7,0.6586,0.4651
0.71,0.6586,0.4651
0.72,0.6586,0.4651
0.73,0.6586,0.4651
0.74,0.6585,0.465
0.75,0.6584,0.4648
0.76,0.6583,0.4646
0.77,0.6582,0.4643
0.78,0.6582,0.4642
0.79,0.6581,0.464
0.8,0.6581,0.464
0.81,0.6584,0.4645
0.82,0.6584,0.4645
0.83,0.6584,0.4645
0.84,0.6586,0.4647
0.85,0.6586,0.4647
0.86,0.6586,0.4647
0.87,0.6578,0.4631
0.88,0.6519,0.4534
0.89,0.6445,0.4424
0.9,0.6472,0.4429
0.91,0.6603,0.4525
0.92,0.6729,0.4614
0.93,0.6785,0.4655
0.94,0.6785,0.4655
0.95,0.6785,0.4655
0.96,0.6785,0.4655
0.97,0.6785,0.4655
0.98,0.6785,0.4655
0.99,0.6785,0.4655
1.0,0.3736,0.2546
