0.51,0.5754,0.4677
0.52,0.5756,0.4679
0.53,0.5261,0.4345
0.54,0.5266,0.4348
0.55,0.5271,0.435
0.56,0.5272,0.435
0.57,0.5272,0.435
0.58,0.5452,0.4474
0.59,0.5452,0.4474
0.6,0.5847,0.4744
0.61,0.6133,0.494
0.62,0.6131,0.4939
0.63,0.601,0.487
0.64,0.581,0.4742
0.65,0.5841,0.4762
0.66,0.5857,0.477
0.67,0.5885,0.4776
0.68,0.5905,0.4764
0.69,0.5897,0.473
0.7,0.5855,0.4679
0.71,0.582,0.4646
0.72,0.5761,0.4599
0.73,0.5723,0.4573
0.74,0.569,0.4549
0.75,0.5672,0.4536
0.76,0.5672,0.4536
0.77,0.5672,0.4536
0.78,0.5672,0.4536
0.79,0.5678,0.4541
0.8,0.5655,0.4525
0.81,0.5234,0.4253
0.82,0.4655,0.3787
0.83,0.4292,0.3402
0.84,0.4092,0.3199
0.85,0.3859,0.2984
0.86,0.3716,0.2866
0.87,0.3685,0.2837
0.88,0.3628,0.2769
0.89,0.3491,0.2612
0.9,0.3587,0.2682
0.91,0.3604,0.2687
0.92,0.3577,0.2658
0.93,0.3502,0.2599
0.94,0.3502,0.2599
0.95,0.3502,0.2599
0.96,0.3502,0.2599
0.97,0.3502,0.2599
0.98,0.3502,0.2599
0.99,0.3502,0.2599
1.0,0.3502,0.2599
