0.51,0.8671,0.7644
0.52,0.8671,0.7644
0.53,0.8671,0.7644
0.54,0.8671,0.7644
0.55,0.8671,0.7644
0.56,0.8671,0.7644
0.57,0.8671,0.7644
0.58,0.8671,0.7644
0.59,0.8671,0.7644
0.6,0.8671,0.7644
0.61,0.8671,0.7644
0.62,0.8671,0.7644
0.63,0.8671,0.7644
0.64,0.8671,0.7644
0.65,0.8671,0.7644
0.66,0.8671,0.7644
0.67,0.8671,0.7644
0.68,0.8671,0.7644
0.69,0.8671,0.7644
0.7,0.8671,0.7644
0.71,0.8671,0.7644
0.72,0.8671,0.7644
0.73,0.8671,0.7644
0.74,0.8671,0.7644
0.75,0.8672,0.7643
0.76,0.8672,0.7642
0.77,0.8672,0.7641
0.78,0.8669,0.7637
0.79,0.8661,0.763
0.8,0.8641,0.7617
0.81,0.8626,0.7609
0.82,0.8626,0.7609
0.83,0.8626,0.7609
0.84,0.863,0.7614
0.85,0.863,0.7614
0.86,0.863,0.7614
0.87,0.8666,0.7659
0.88,0.8737,0.772
0.89,0.8783,0.7745
0.9,0.8744,0.7729
0.91,0.8569,0.762
0.92,0.842,0.7535
0.93,0.8404,0.7518
0.94,0.8404,0.7518
0.95,0.8404,0.7518
0.96,0.8404,0.7518
0.97,0.8404,0.7518
0.98,0.8404,0.7518
0.99,0.8404,0.7518
1.0,0.9661,0.9152
