0.51,1196,29,374
0.52,1189,68,342
0.53,1186,114,299
0.54,1183,171,245
0.55,1183,226,190
0.56,1183,273,143
0.5700000000000001,1181,315,103
0.5800000000000001,1181,339,79
0.5900000000000001,1181,362,56
0.6000000000000001,1181,373,45
0.6100000000000001,1181,379,39
0.6200000000000001,1181,382,36
0.6300000000000001,1181,382,36
0.6400000000000001,1177,389,33
0.6500000000000001,1175,393,31
0.6600000000000001,1171,401,27
0.6700000000000002,1163,409,27
0.6800000000000002,1142,431,26
0.6900000000000002,1101,474,24
0.7000000000000002,1039,545,15
0.7100000000000002,969,620,10
0.7200000000000002,864,728,7
0.7300000000000002,779,817,3
0.7400000000000002,683,913,3
0.7500000000000002,621,975,3
0.7600000000000002,541,1055,3
0.7700000000000002,444,1153,2
0.7800000000000002,328,1270,1
0.7900000000000003,221,1377,1
0.8000000000000003,116,1482,1
0.8100000000000003,46,1552,1
0.8200000000000003,24,1574,1
0.8300000000000003,3,1596,0
0.8400000000000003,2,1597,0
0.8500000000000003,1,1598,0
0.8600000000000003,1,1598,0
0.8700000000000003,1,1598,0
0.8800000000000003,1,1598,0
0.8900000000000003,0,1599,0
0.9000000000000004,0,1599,0
0.9100000000000004,0,1599,0
0.9200000000000004,0,1599,0
0.9300000000000004,0,1599,0
0.9400000000000004,0,1599,0
0.9500000000000004,0,1599,0
0.9600000000000004,0,1599,0
0.9700000000000004,0,1599,0
0.9800000000000004,0,1599,0
0.9900000000000004,0,1599,0
1.0,0,1599,0
